gene,pLI,oe_lof_upper,mis_z,oe_lof_upper_bin,obs_hom_lof
CCDC53,4.57E-03,1.10E+00,4.33E-01,6,0
CENPM,1.50E-02,1.10E+00,5.43E-01,6,0
LINC00692,3.25E-01,1.10E+00,-2.76E-01,6,0
HIST1H1B,5.75E-01,1.10E+00,-3.54E+00,6,0
TGIF2,1.36E-01,1.10E+00,1.07E+00,6,0
RFX5,1.96E-11,1.10E+00,4.76E-01,6,0
KIF6,3.09E-27,1.11E+00,4.34E-01,6,0
ANKRD27,3.86E-31,1.11E+00,-2.71E-01,6,1
KIAA0753,1.55E-28,1.11E+00,2.07E-01,6,1
PNPLA3,5.74E-08,1.11E+00,-4.72E-01,6,0
STX2,2.11E-07,1.11E+00,1.08E-01,6,0
FAM92A1,5.79E-08,1.11E+00,9.67E-01,6,0
CDH15,1.77E-14,1.11E+00,-1.01E+00,6,0
KCNK18,1.36E-03,1.11E+00,-2.68E-01,6,12
PMFBP1,9.34E-34,1.11E+00,-4.68E-01,6,0
RGS11,7.33E-14,1.11E+00,-6.48E-01,6,6
DAP3,1.11E-09,1.11E+00,3.11E-01,6,0
FBXL6,4.22E-09,1.11E+00,-1.08E+00,6,0
ODF3B,4.55E-03,1.11E+00,8.93E-01,6,0
AGPAT9,4.80E-12,1.11E+00,4.42E-01,6,0
TXLNB,4.81E-12,1.11E+00,-6.39E-01,6,0
ZFP69,1.55E-08,1.11E+00,1.22E+00,6,1
MYOM3,1.43E-47,1.11E+00,-6.54E-01,6,26
WDR88,1.54E-08,1.11E+00,9.60E-01,6,0
C2orf71,3.01E-18,1.11E+00,-2.14E+00,6,0
SLC26A2,7.50E-07,1.11E+00,3.14E-02,6,0
KLK13,4.54E-03,1.11E+00,3.84E-01,6,0
FABP5,4.70E-02,1.11E+00,-1.38E-01,6,0
SLC35F6,1.15E-04,1.11E+00,9.85E-01,6,0
GLDC,6.58E-28,1.11E+00,-1.59E+00,6,0
BCL2L14,3.33E-05,1.11E+00,-9.16E-05,6,1
IFRD2,1.10E-09,1.11E+00,1.53E-01,6,0
CPNE1,1.73E-14,1.11E+00,9.42E-02,6,1579
TMEM138,4.70E-02,1.11E+00,4.73E-01,6,0
TSPAN13,1.16E-04,1.11E+00,1.09E+00,6,0
TDP1,1.27E-17,1.11E+00,5.99E-01,6,0
RMND1,1.09E-09,1.11E+00,7.65E-01,6,0
S1PR3,4.69E-02,1.11E+00,8.55E-01,6,0
SLC25A38,9.43E-06,1.11E+00,2.63E-01,6,0
SUSD2,1.81E-21,1.11E+00,1.11E-01,6,1
ZNF438,2.67E-06,1.11E+00,-2.86E-01,6,0
ZNF446,5.67E-08,1.11E+00,-5.83E-01,6,0
GPR180,4.09E-09,1.11E+00,7.63E-01,6,0
TPO,1.82E-21,1.11E+00,3.35E-03,6,0
CYP4X1,4.72E-12,1.11E+00,1.29E+00,6,0
LHFPL1,1.35E-01,1.11E+00,4.74E-01,6,4
ADPRM,3.95E-04,1.11E+00,1.01E+00,6,0
ATG9B,1.25E-17,1.11E+00,-5.16E-01,6,120393
RP4-559A3.7,7.44E-07,1.11E+00,1.17E+00,6,0
MTFR2,2.66E-06,1.11E+00,3.00E-01,6,0
XPNPEP2,2.87E-13,1.11E+00,-3.38E-01,6,36
ADCK4,2.82E-13,1.11E+00,8.90E-01,6,0
FAM129C,2.24E-16,1.11E+00,5.95E-01,6,22
RETSAT,6.83E-14,1.11E+00,1.13E-01,6,29
CTC-360G5.8,6.60E-19,1.11E+00,7.57E-01,6,0
HSF4,1.06E-09,1.11E+00,6.51E-01,6,0
TRIM6,1.14E-12,1.11E+00,-1.02E+00,6,0
AARSD1,4.07E-09,1.11E+00,9.28E-03,6,0
ESYT3,2.31E-25,1.11E+00,7.00E-02,6,0
CLEC4G,9.31E-06,1.11E+00,6.24E-01,6,0
GDPD4,2.80E-13,1.11E+00,1.45E-03,6,9
C15orf60,3.27E-05,1.11E+00,3.12E-01,6,0
C16orf87,4.49E-03,1.11E+00,1.44E+00,6,0
ZFYVE27,1.06E-09,1.11E+00,8.18E-01,6,0
AQP10,1.33E-03,1.11E+00,1.33E+00,6,0
SNX11,7.30E-07,1.11E+00,7.24E-01,6,0
AMBN,1.05E-09,1.11E+00,-3.48E-01,6,0
C2orf74,1.35E-01,1.11E+00,3.52E-01,6,0
RAD52,7.11E-11,1.11E+00,5.51E-01,6,1
SNRNP25,1.34E-03,1.11E+00,4.22E-01,6,0
FRAT1,3.23E-01,1.11E+00,2.30E-01,6,0
FAM45A,5.46E-08,1.11E+00,8.55E-01,6,2
EXOSC9,1.79E-11,1.11E+00,1.53E-01,6,0
B4GALT7,1.13E-04,1.11E+00,-3.11E-01,6,0
CDK18,6.95E-11,1.11E+00,4.79E-01,6,0
METAP1D,2.58E-06,1.11E+00,6.37E-01,6,0
C19orf44,3.88E-09,1.11E+00,4.16E-01,6,0
WDR41,6.50E-14,1.11E+00,-1.65E-01,6,0
RPE65,6.49E-14,1.11E+00,-2.40E-01,6,0
XXYLT1,1.32E-03,1.11E+00,5.24E-01,6,0
ZCCHC12,4.65E-02,1.11E+00,6.83E-01,6,1
SSC5D,8.16E-23,1.11E+00,1.54E+00,6,0
FAM189A2,1.01E-09,1.11E+00,6.20E-01,6,0
RPP30,5.36E-08,1.11E+00,-7.58E-01,6,0
CYP3A43,1.72E-11,1.11E+00,1.48E-01,6,798
LY9,2.60E-13,1.11E+00,-2.17E-01,6,0
RND2,3.86E-04,1.11E+00,7.25E-01,6,0
UGT1A9,5.36E-08,1.11E+00,-9.37E-01,6,0
VMA21,5.72E-01,1.11E+00,7.76E-01,6,0
CELA2B,2.57E-06,1.11E+00,-4.30E-01,6,1
EMC9,1.32E-03,1.11E+00,2.21E-01,6,2
CRISP3,2.57E-06,1.11E+00,-3.79E-01,6,0
SPO11,1.45E-08,1.11E+00,9.75E-01,6,0
WDR65,1.05E-12,1.11E+00,4.50E-01,6,0
AP3M2,1.97E-07,1.11E+00,1.39E+00,6,0
TRPM2,8.96E-44,1.11E+00,-3.35E-01,6,3
LRRC70,1.97E-07,1.11E+00,2.52E+00,6,0
HMGCL,2.56E-06,1.11E+00,4.60E-01,6,0
SH3YL1,5.37E-08,1.11E+00,5.01E-01,6,3
MAPK13,6.72E-11,1.11E+00,4.75E-01,6,0
CAPN14,1.57E-21,1.11E+00,1.13E+00,6,0
HS3ST1,4.43E-03,1.11E+00,1.09E+00,6,0
TLCD1,4.43E-03,1.11E+00,2.32E-01,6,0
METTL11B,4.42E-03,1.11E+00,6.43E-01,6,0
DCST1,1.27E-19,1.11E+00,4.39E-01,6,0
KRBA1,8.23E-16,1.11E+00,5.62E-01,6,0
CMBL,1.11E-04,1.11E+00,-3.75E-01,6,0
TTC1,2.55E-06,1.11E+00,6.59E-01,6,0
HMCES,1.95E-07,1.11E+00,-9.78E-02,6,0
PAFAH2,3.83E-09,1.11E+00,-1.20E-01,6,1
CAPNS1,7.11E-07,1.11E+00,5.92E-01,6,0
SLC4A9,3.21E-22,1.11E+00,1.06E+00,6,2
TALDO1,2.52E-06,1.11E+00,-1.13E+00,6,0
TUBB3,2.57E-10,1.11E+00,1.78E+00,6,3
TIMP4,3.83E-04,1.11E+00,-6.07E-01,6,0
CCDC151,3.47E-15,1.11E+00,6.44E-01,6,0
DUS4L,3.18E-05,1.11E+00,7.50E-01,6,0
TRIM10,3.74E-09,1.11E+00,-1.18E-01,6,0
RHPN1,1.03E-12,1.11E+00,4.07E-01,6,0
ZNF707,1.31E-03,1.11E+00,6.77E-01,6,0
TM2D1,1.10E-04,1.12E+00,1.28E-01,6,0
AIRE,4.05E-12,1.12E+00,-2.06E-03,6,1
DUSP27,5.23E-19,1.12E+00,-6.04E-01,6,0
DYX1C1,9.72E-10,1.12E+00,-8.67E-01,6,0
LRRC57,1.30E-03,1.12E+00,9.34E-01,6,0
IL10RB,2.51E-06,1.12E+00,6.45E-01,6,0
SERPINB6,1.10E-04,1.12E+00,6.13E-02,6,0
PUS3,1.40E-08,1.12E+00,1.34E-01,6,0
MAPKAPK3,3.72E-09,1.12E+00,1.44E+00,6,0
TRIM38,1.39E-08,1.12E+00,5.93E-01,6,2
ACMSD,1.39E-08,1.12E+00,1.05E-02,6,0
CLCNKA,4.23E-17,1.12E+00,-3.34E-01,6,0
MRPL37,1.39E-08,1.12E+00,5.02E-01,6,0
MORN1,1.61E-11,1.12E+00,-2.85E-01,6,0
TTC19,1.38E-08,1.12E+00,8.27E-02,6,0
ZXDA,4.37E-03,1.12E+00,1.93E-01,6,0
ZNF558,8.89E-06,1.12E+00,8.69E-01,6,0
ROS1,1.62E-72,1.12E+00,-5.01E-01,6,2
LY6E,3.21E-01,1.12E+00,5.74E-01,6,0
SERPINE3,2.50E-06,1.12E+00,9.70E-01,6,0
WDR4,1.38E-08,1.12E+00,-1.02E+00,6,0
CLEC11A,3.80E-04,1.12E+00,-4.07E-01,6,4
FAM229B,5.71E-01,1.12E+00,1.79E-01,6,0
FBXW10,1.82E-27,1.12E+00,1.00E+00,6,15
THAP10,4.58E-02,1.12E+00,4.80E-01,6,0
TRMT11,3.91E-12,1.12E+00,2.39E-02,6,0
ZNF177,2.47E-06,1.12E+00,-7.14E-01,6,0
VWDE,1.33E-40,1.12E+00,-1.56E-01,6,0
PCDHB5,2.47E-06,1.12E+00,-1.12E+00,6,0
FAN1,1.65E-25,1.12E+00,-4.74E-02,6,0
PANX1,2.47E-06,1.12E+00,-4.24E-01,6,0
FREM1,1.57E-52,1.12E+00,-3.51E+00,6,1
EMR1,1.48E-23,1.12E+00,5.15E-01,6,0
TMBIM1,1.36E-08,1.12E+00,6.83E-01,6,0
RP11-618P17.4,1.43E-02,1.12E+00,3.55E-01,6,0
SERTAD1,3.20E-01,1.12E+00,1.15E+00,6,0
ACAA1,3.59E-09,1.12E+00,1.22E+00,6,0
HMMR,5.52E-21,1.12E+00,5.50E-01,6,15
FBXL15,1.43E-02,1.12E+00,1.67E+00,6,0
UPP1,3.76E-04,1.12E+00,3.44E-01,6,2
CLEC2L,1.43E-02,1.12E+00,5.27E-01,6,0
CCDC178,1.45E-23,1.12E+00,-5.47E-01,6,0
IGFBP7,1.29E-03,1.12E+00,3.14E-01,6,0
TMEM260,4.73E-19,1.12E+00,-7.41E-01,6,0
GSTA3,1.29E-03,1.12E+00,-4.24E-01,6,2
KCTD8,3.75E-04,1.12E+00,5.13E-01,6,0
UGP2,1.35E-08,1.12E+00,1.93E+00,6,0
ZNF396,8.76E-06,1.12E+00,4.91E-01,6,6
SNTG2,1.31E-14,1.12E+00,-1.90E-01,6,0
RBM43,1.33E-01,1.12E+00,8.26E-01,6,0
GBAS,1.34E-08,1.12E+00,1.34E+00,6,0
VNN3,4.33E-03,1.12E+00,-4.81E-01,6,0
BFSP1,1.85E-07,1.12E+00,2.71E-01,6,1
LILRB2,1.28E-14,1.12E+00,-2.30E+00,6,0
OCSTAMP,1.28E-03,1.12E+00,1.73E+00,6,0
TMPRSS3,6.07E-11,1.12E+00,-5.65E-01,6,0
CHST8,1.08E-04,1.12E+00,1.01E+00,6,0
CSF2RA,2.40E-10,1.12E+00,-8.37E-01,6,18
ITLN2,2.45E-06,1.12E+00,3.30E-01,6,0
NMI,8.70E-06,1.12E+00,-1.27E-01,6,0
CDH19,1.29E-14,1.12E+00,-7.08E-01,6,2
PTP4A3,4.55E-02,1.12E+00,1.06E+00,6,0
FGF19,5.70E-01,1.12E+00,9.27E-01,6,0
PXDC1,4.33E-03,1.12E+00,7.22E-01,6,0
CCDC64B,3.80E-12,1.12E+00,-5.11E-01,6,0
INSIG1,1.28E-03,1.12E+00,1.90E+00,6,0
LRRC42,1.34E-08,1.12E+00,-2.19E-01,6,0
PCDHB2,6.73E-07,1.12E+00,2.52E-01,6,0
DUT,1.27E-03,1.12E+00,1.16E+00,6,0
PDE6A,6.58E-25,1.12E+00,-4.26E-01,6,0
TSR1,5.16E-21,1.12E+00,-6.43E-02,6,0
RFXANK,8.67E-06,1.12E+00,2.66E-01,6,0
GLB1L2,4.50E-19,1.12E+00,-1.70E-01,6,3
MED21,1.43E-02,1.12E+00,5.77E-01,6,0
MRPL55,1.43E-02,1.12E+00,7.65E-01,6,0
DNAH12,9.09E-10,1.12E+00,6.18E-01,6,0
SLC7A9,9.06E-10,1.12E+00,8.05E-01,6,0
SLC37A2,1.23E-14,1.12E+00,6.74E-01,6,1
AKR1A1,6.66E-07,1.12E+00,-2.12E-02,6,0
PPP5D1,4.52E-02,1.12E+00,1.77E-01,6,0
AVPR1B,3.70E-04,1.12E+00,-3.46E-01,6,0
STON1,1.49E-11,1.12E+00,-2.51E+00,6,0
THAP5,8.62E-06,1.12E+00,1.30E-01,6,0
EXD2,3.66E-12,1.12E+00,9.33E-01,6,0
TMEM102,8.57E-06,1.12E+00,9.21E-01,6,5
PP2D1,3.05E-05,1.12E+00,1.13E+00,6,0
ASAH2,4.27E-03,1.12E+00,3.46E-01,6,9
GAS2L3,2.12E-13,1.12E+00,-1.31E-01,6,0
CCDC65,5.77E-11,1.12E+00,-2.36E-01,6,0
PHYH,2.38E-06,1.12E+00,3.10E-02,6,0
FERD3L,3.19E-01,1.12E+00,-4.05E-01,6,0
UMODL1,4.29E-36,1.12E+00,-3.24E-01,6,19
GPR128,8.04E-18,1.12E+00,3.77E-01,6,1
IFNAR2,8.53E-06,1.12E+00,2.58E-01,6,0
KIAA1586,5.75E-11,1.12E+00,-5.44E-01,6,8
FCRL2,1.45E-11,1.12E+00,-4.80E-01,6,0
WDR74,3.43E-09,1.12E+00,9.23E-01,6,0
ZNF283,3.41E-09,1.12E+00,9.91E-01,6,0
PDCD7,8.55E-06,1.12E+00,7.52E-01,6,0
RAMP1,1.32E-01,1.12E+00,-5.50E-01,6,0
LEKR1,1.32E-01,1.12E+00,6.85E-01,6,0
CYP3A4,5.80E-11,1.12E+00,-3.52E-01,6,0
CATSPER4,5.71E-11,1.12E+00,3.74E-01,6,0
LRRIQ4,1.78E-07,1.12E+00,2.04E-01,6,0
TNFSF9,3.18E-01,1.12E+00,-4.80E-01,6,0
ACTL8,3.18E-01,1.12E+00,8.82E-01,6,0
CCT6B,5.67E-11,1.12E+00,-4.35E-02,6,3
HUS1,3.01E-05,1.12E+00,-4.15E-01,6,0
IMPACT,4.83E-08,1.12E+00,1.69E-01,6,0
PRRG1,1.31E-01,1.12E+00,4.09E-01,6,3
AQP8,3.67E-04,1.12E+00,5.67E-01,6,0
CLEC4M,6.56E-07,1.12E+00,9.16E-01,6,0
SIRPB2,3.66E-04,1.12E+00,2.05E-01,6,2
LOXL4,9.19E-20,1.12E+00,1.58E-01,6,1
MRPS7,1.26E-03,1.12E+00,-7.87E-02,6,0
TFPT,1.06E-04,1.12E+00,4.62E-01,6,0
RAB31,1.26E-03,1.12E+00,1.29E+00,6,0
DNASE1L3,3.00E-05,1.12E+00,-2.55E-02,6,0
SLC5A2,4.92E-14,1.12E+00,-1.16E+00,6,0
TBC1D24,1.28E-08,1.12E+00,7.57E-01,6,0
PLEKHN1,1.15E-14,1.12E+00,-1.80E+00,6,1
DPM2,3.18E-01,1.12E+00,6.04E-01,6,0
TMC8,1.14E-14,1.12E+00,5.66E-01,6,0
TRIM21,3.35E-09,1.12E+00,-2.92E-01,6,0
NANOGNB,4.24E-03,1.12E+00,2.35E-01,6,0
GPAT2,4.84E-14,1.12E+00,-1.67E-01,6,0
DCAF4L1,3.18E-01,1.12E+00,2.23E+00,6,0
STOX1,1.44E-16,1.12E+00,3.36E-01,6,0
C10orf107,3.65E-04,1.12E+00,-5.91E-01,6,0
AC024580.1,1.31E-01,1.12E+00,1.45E+00,6,0
CCDC105,1.77E-07,1.12E+00,6.03E-01,6,0
ATRAID,1.05E-04,1.12E+00,-1.02E+00,6,0
ZNF584,1.05E-04,1.12E+00,7.17E-01,6,0
CCDC150,7.95E-37,1.13E+00,1.46E-01,6,20
DFNA5,3.28E-09,1.13E+00,-8.42E-01,6,8
RGP1,3.30E-09,1.13E+00,7.18E-01,6,0
ST6GALNAC1,1.38E-11,1.13E+00,1.41E-01,6,0
SURF6,6.45E-07,1.13E+00,-2.73E-01,6,0
C4orf27,2.33E-06,1.13E+00,5.76E-02,6,1
SHD,8.36E-06,1.13E+00,-4.33E-01,6,0
KRTAP16-1,8.35E-06,1.13E+00,7.37E-01,6,0
TRUB1,2.33E-06,1.13E+00,5.02E-01,6,0
GYS2,9.79E-22,1.13E+00,1.38E-01,6,1
UROD,1.26E-08,1.13E+00,1.11E+00,6,0
CARD9,8.15E-13,1.13E+00,9.97E-02,6,2
COQ10A,3.61E-04,1.13E+00,5.50E-01,6,1
CKAP2,8.18E-13,1.13E+00,-4.03E-01,6,0
CD38,2.31E-06,1.13E+00,-6.47E-02,6,1
LOH12CR1,1.24E-03,1.13E+00,2.59E-01,6,0
LYPD6B,3.61E-04,1.13E+00,6.46E-01,6,0
WISP1,6.39E-07,1.13E+00,2.16E-01,6,0
SLC25A24,3.35E-12,1.13E+00,8.24E-01,6,0
KIAA1919,8.30E-06,1.13E+00,2.91E-01,6,54
ECM1,4.66E-14,1.13E+00,-2.24E-01,6,0
CCNB1IP1,1.04E-04,1.13E+00,1.07E+00,6,0
CAPN13,2.15E-22,1.13E+00,-8.70E-02,6,0
AKR1D1,1.72E-07,1.13E+00,1.72E-01,6,0
RASL10B,4.19E-03,1.13E+00,1.61E+00,6,0
MSRB1,1.30E-01,1.13E+00,-1.18E-01,6,0
IQCF2,1.24E-03,1.13E+00,3.91E-01,6,0
CEP112,7.09E-39,1.13E+00,2.32E-02,6,0
ABCB5,1.51E-37,1.13E+00,-1.98E+00,6,3319
CCR9,4.20E-03,1.13E+00,9.56E-01,6,0
EPHX1,3.22E-09,1.13E+00,-5.63E-02,6,0
CCL19,3.17E-01,1.13E+00,1.15E+00,6,0
KLHL21,6.31E-07,1.13E+00,1.49E+00,6,0
RTDR1,3.60E-04,1.13E+00,-3.00E-01,6,0
SEC14L4,1.31E-11,1.13E+00,2.66E-01,6,78
ARRDC4,1.71E-07,1.13E+00,6.17E-01,6,0
KLF1,3.58E-04,1.13E+00,8.51E-01,6,0
LDLR,9.84E-24,1.13E+00,1.24E-01,6,1
GRPEL2,3.59E-04,1.13E+00,3.62E-01,6,0
TTC30B,4.57E-08,1.13E+00,-5.71E-01,6,0
SPCS1,1.39E-02,1.13E+00,4.62E-01,6,0
TAS2R38,1.30E-01,1.13E+00,7.35E-01,6,0
HPX,1.30E-11,1.13E+00,8.18E-01,6,0
TMEM229B,1.30E-01,1.13E+00,1.69E+00,6,0
ACBD6,2.26E-06,1.13E+00,1.07E-01,6,0
LCN15,4.17E-03,1.13E+00,4.12E-01,6,0
CABYR,2.26E-06,1.13E+00,4.10E-01,6,56
ELANE,1.23E-03,1.13E+00,7.18E-01,6,0
DAK,3.17E-12,1.13E+00,3.95E-01,6,0
ANKUB1,1.20E-08,1.13E+00,9.47E-01,6,0
ANO10,1.02E-14,1.13E+00,3.17E-01,6,0
NPIPB11,1.39E-02,1.13E+00,-2.15E+00,6,0
GSC,1.39E-02,1.13E+00,9.17E-01,6,0
DYNC2LI1,3.15E-09,1.13E+00,-3.26E-01,6,0
UBXN10,1.39E-02,1.13E+00,2.35E-01,6,0
MEFV,1.02E-14,1.13E+00,-1.72E+00,6,0
TRIM16,3.16E-09,1.13E+00,3.36E-01,6,1
TEX261,1.22E-03,1.13E+00,1.24E+00,6,0
NOL12,1.22E-03,1.13E+00,2.61E-01,6,0
RCN1,2.88E-05,1.13E+00,3.16E-01,6,0
ZBTB45,2.88E-05,1.13E+00,1.36E+00,6,0
ORC4,7.57E-13,1.13E+00,-2.03E-01,6,0
NPFFR2,1.67E-07,1.13E+00,-1.17E+00,6,1
SETMAR,1.02E-04,1.13E+00,2.63E-01,6,2
RTCA,3.09E-09,1.13E+00,3.03E-01,6,0
TSTA3,1.68E-07,1.13E+00,1.98E-01,6,0
MXRA8,1.67E-07,1.13E+00,1.05E+00,6,0
ECH1,6.16E-07,1.13E+00,4.36E-02,6,1
NYX,1.30E-01,1.13E+00,2.11E+00,6,0
MEGF11,2.37E-30,1.13E+00,8.53E-01,6,0
DHX35,4.37E-25,1.13E+00,4.77E-01,6,0
AC109829.1,3.53E-04,1.13E+00,1.51E+00,6,0
SMIM12,5.67E-01,1.13E+00,1.20E+00,6,0
FHL2,2.87E-05,1.13E+00,8.99E-01,6,0
NUCB2,2.00E-10,1.13E+00,9.05E-01,6,0
MVB12A,8.02E-06,1.13E+00,-2.02E-01,6,0
GADD45A,4.41E-02,1.13E+00,1.41E+00,6,0
SDC4,4.15E-03,1.13E+00,-1.17E-01,6,0
FAM188B,3.22E-19,1.13E+00,1.73E-02,6,0
TMEM175,3.05E-09,1.13E+00,-5.55E-01,6,1
ZNF891,6.13E-07,1.13E+00,1.25E+00,6,0
IGF2,4.41E-02,1.13E+00,9.31E-01,6,0
PGS1,1.26E-11,1.13E+00,1.50E+00,6,0
ERAP1,2.06E-26,1.13E+00,5.29E-01,6,5
CXCR2,1.37E-02,1.13E+00,1.82E-01,6,0
MYF6,4.12E-03,1.13E+00,-3.62E-01,6,1
GSX1,4.40E-02,1.13E+00,4.98E-01,6,0
TTLL10,1.23E-11,1.13E+00,3.30E-01,6,5
BTBD8,6.08E-07,1.13E+00,4.40E-01,6,0
MFI2,1.18E-16,1.13E+00,-1.40E-02,6,0
ASTL,6.05E-07,1.13E+00,2.88E-01,6,3
OR2W1,4.41E-02,1.13E+00,2.38E-01,6,0
FUK,1.04E-29,1.13E+00,3.96E-01,6,0
OMA1,1.22E-11,1.13E+00,4.94E-01,6,0
RNF152,1.29E-01,1.13E+00,6.48E-01,6,0
SLC5A4,1.15E-16,1.13E+00,8.39E-01,6,47
APOL5,6.01E-07,1.13E+00,3.70E-01,6,0
NCF1,2.83E-05,1.13E+00,1.01E+00,6,0
CLN6,1.00E-04,1.13E+00,-9.22E-03,6,0
SPINK1,3.15E-01,1.13E+00,-1.23E-01,6,0
AC007040.11,4.12E-03,1.13E+00,9.93E-01,6,0
ZBTB25,2.19E-06,1.13E+00,6.17E-01,6,0
HBG1,5.66E-01,1.13E+00,7.80E-01,6,0
LRRC20,4.39E-02,1.13E+00,4.65E-01,6,0
SLC47A2,9.28E-15,1.13E+00,3.46E-01,6,0
RNASEL,1.95E-10,1.13E+00,1.59E-01,6,3
PDSS2,4.37E-08,1.13E+00,4.74E-01,6,0
OPA3,5.66E-01,1.13E+00,5.20E-02,6,0
UGT1A4,5.98E-07,1.13E+00,-1.65E+00,6,0
TDP2,1.13E-08,1.13E+00,1.15E-01,6,0
SHQ1,4.78E-11,1.13E+00,-4.32E-01,6,0
COG8,2.97E-09,1.13E+00,-9.37E-02,6,0
GLT8D1,1.13E-08,1.13E+00,6.21E-01,6,0
C17orf66,4.85E-16,1.13E+00,4.65E-01,6,0
PDZD7,7.64E-10,1.13E+00,-3.72E-01,6,0
CXCL11,3.14E-01,1.14E+00,3.20E-01,6,0
SH3BP2,1.16E-11,1.14E+00,2.92E-01,6,0
TFEC,4.28E-08,1.14E+00,-9.22E-02,6,1
MRFAP1,3.14E-01,1.14E+00,1.68E-01,6,0
BRMS1,1.58E-07,1.14E+00,1.07E-01,6,0
CLEC10A,7.76E-06,1.14E+00,3.59E-01,6,0
PADI1,2.04E-15,1.14E+00,-1.05E+00,6,1
PADI4,4.60E-16,1.14E+00,-7.75E-02,6,1
TMEM30C,5.65E-01,1.14E+00,3.16E-01,6,0
PVRIG,4.07E-03,1.14E+00,-4.39E-02,6,0
HOXC11,4.06E-03,1.14E+00,-1.34E-01,6,0
KRT28,7.42E-10,1.14E+00,1.12E-01,6,0
CHRNA5,2.15E-06,1.14E+00,1.07E+00,6,0
RIC3,2.14E-06,1.14E+00,-6.40E-01,6,0
COMMD3,2.78E-05,1.14E+00,-3.46E-01,6,0
OR10K1,3.14E-01,1.14E+00,-6.77E-01,6,0
PIK3C2G,9.50E-40,1.14E+00,-9.73E-01,6,2
HS3ST3A1,1.36E-02,1.14E+00,4.20E-01,6,0
PINK1,1.87E-10,1.14E+00,1.29E-01,6,0
ACTL9,4.05E-03,1.14E+00,1.31E-01,6,0
CCDC58,4.06E-03,1.14E+00,8.96E-01,6,0
GUF1,5.35E-18,1.14E+00,1.52E-01,6,231
B4GALT4,5.83E-07,1.14E+00,1.19E+00,6,0
C9orf24,2.14E-06,1.14E+00,-4.29E-01,6,0
NPL,1.57E-07,1.14E+00,1.85E-01,6,0
FUT4,7.73E-06,1.14E+00,7.29E-01,6,0
CCDC85B,3.13E-01,1.14E+00,1.57E+00,6,0
OVOL3,1.19E-03,1.14E+00,9.58E-01,6,0
PNKD,4.14E-08,1.14E+00,3.23E-01,6,0
POF1B,4.51E-11,1.14E+00,7.80E-01,6,6
LMOD3,1.55E-07,1.14E+00,-6.18E-01,6,0
SPR,4.34E-02,1.14E+00,7.33E-01,6,0
ASTE1,7.21E-10,1.14E+00,8.63E-01,6,0
WFIKKN1,7.70E-06,1.14E+00,-4.54E-01,6,0
ALDH9A1,1.10E-11,1.14E+00,-4.16E-01,6,0
ZNF502,4.16E-08,1.14E+00,6.18E-01,6,0
NOX4,5.76E-20,1.14E+00,-8.98E-01,6,0
IL17RB,4.46E-11,1.14E+00,-2.58E-01,6,1
ITGB1BP1,9.70E-05,1.14E+00,7.12E-01,6,0
CENPH,1.55E-07,1.14E+00,6.45E-01,6,0
RAD51L3-RFFL,2.10E-06,1.14E+00,5.59E-01,6,0
HSD17B13,2.74E-05,1.14E+00,2.19E-02,6,263
CTC-512J12.6,1.28E-01,1.14E+00,1.25E-01,6,0
C6ORF165,8.09E-15,1.14E+00,8.34E-01,6,1
NEBL,1.77E-36,1.14E+00,-9.40E-01,6,2
ZNF185,6.30E-13,1.14E+00,1.37E-01,6,14
FAM177A1,1.18E-03,1.14E+00,-3.02E-01,6,0
TRMT10C,9.71E-05,1.14E+00,7.69E-01,6,0
FBXO44,2.11E-06,1.14E+00,3.53E-01,6,0
FAM81B,1.08E-11,1.14E+00,1.79E-01,6,97
HEXDC,4.34E-11,1.14E+00,5.65E-01,6,0
ASPG,6.18E-13,1.14E+00,9.54E-01,6,0
EXOSC5,4.01E-03,1.14E+00,4.84E-01,6,0
LZIC,1.17E-03,1.14E+00,8.45E-01,6,0
CAPN9,1.33E-22,1.14E+00,-9.97E-02,6,99
HSPB8,4.31E-02,1.14E+00,2.69E-02,6,0
HSPBAP1,4.41E-11,1.14E+00,1.31E+00,6,0
RDH8,1.17E-03,1.14E+00,2.58E-01,6,0
C14orf164,1.06E-08,1.14E+00,1.59E+00,6,0
CALR3,6.98E-10,1.14E+00,3.53E-01,6,0
CTD-2260A17.2,5.64E-01,1.14E+00,9.65E-01,6,0
OSCP1,7.03E-10,1.14E+00,1.12E+00,6,0
TMA16,9.65E-05,1.14E+00,3.64E-01,6,0
FAM64A,1.17E-03,1.14E+00,-1.56E-01,6,0
NAGS,4.03E-08,1.14E+00,1.34E+00,6,0
ANO6,7.32E-32,1.14E+00,9.02E-01,6,1
PCDHGB2,2.54E-12,1.14E+00,3.59E-01,6,1
C11orf70,2.07E-06,1.14E+00,1.02E-01,6,0
HTR3A,1.75E-10,1.14E+00,-1.17E+00,6,2
COX7C,5.64E-01,1.14E+00,3.32E-01,6,0
HAAO,1.06E-08,1.14E+00,-1.77E-01,6,0
PAPLN,7.49E-38,1.14E+00,4.26E-01,6,6
IL17A,4.30E-02,1.14E+00,2.75E-01,6,0
SKA3,1.51E-07,1.14E+00,-3.06E-01,6,0
STOM,2.70E-05,1.14E+00,1.67E+00,6,0
SAMD12,1.17E-03,1.14E+00,-8.26E-02,6,0
SLC2A9,6.95E-10,1.14E+00,-1.24E-01,6,0
