Gene,IGM-Roche-Avg%GeneCov,0.1%RVIS[EVS],0.1%RVIS%[EVS],EdgeCase[EVS],OEratio%tile[EVS],GenicConstraint[EVS],1.0%ncRVIS[IGM],1.0%ncRVIS%tile[IGM],ncGERP,ncGERP%tile,pcGERP,pcGERP%tile,0.05%_anypopn_RVIS[ExAC],0.05%_anypopn_RVIS%tile[ExAC],OEratio%tile[ExAC],GenicConstraint_mis-z[ExAC],GenicConstraint_mis-z%tile[ExAC],LoF-FDRLoF[EVS],LoF-pLI[ExAC],LoF-pRec[ExAC],LoF-pNull[ExAC]
KCNJ16,0.998356,-0.91,9.961075725,N,73.7593351,86.85,0.22177423,69.17362475,-0.657237191,82.24815408,2.122065377,64.41810345,0.666914858,83.90458406,80.90707965,-0.74912879,81.78875171,0.9220913,5.42E-06,0.43041726,0.569577321
KCNJ2,1,-0.58,18.44184949,N,12.1536979,20.36,0.661814033,84.0925835,2.219740042,5.628130325,3.279315939,28.09267241,-0.901992684,10.69212698,5.934734513,3.021681555,9.305898491,0.1694358,0.820229028,0.178898897,0.000872075
SOX9,0.859318,-0.71,14.4019816,N,6.41411708,2.48,-0.473147875,26.60854617,2.0972447,6.46460474,3.054466777,35.88900862,-0.94948047,9.806638154,16.18362832,4.107019123,3.204389575,0.279232,0.983539903,0.016450174,9.92E-06
SLC39A11,0.999996,0.64,84.05284265,N,48.879788,67.87,0.581070319,82.29371316,-0.059727419,51.412196,2.575398028,51.74568966,-0.000537138,50.33431721,63.97676991,-0.151989726,67.478738,0.2993818,7.78E-05,0.756951717,0.242970499
SSTR2,1,-0.36,28.93371078,N,48.04264033,59.68,-0.172522301,45.16208251,0.14341642,41.98895028,3.545358528,19.02478448,-0.555834419,19.77591711,30.03318584,0.660481668,46.24965706,0.147303,0.235751811,0.731588295,0.032659894
COG1,0.998806,0.03,55.84453881,N,88.53288364,62.34,NA,NA,-0.449269761,72.68033252,2.122201667,64.40193966,-0.161907011,39.08800675,75.43141593,0.004718995,63.10562414,0.01901001,0.102527996,0.897459815,1.22E-05
FAM104A,0.984059,0.06,58.52795471,Y,54.27005541,71.07,-0.906516733,10.4555501,0.734035973,25.0116177,2.808592813,44.00323276,0.267512286,67.39353051,88.08628319,-0.210640359,69.11934156,0.2455066,0.612044065,0.379655369,0.008300566
C17orf80,0.999902,0.65,84.14720453,N,76.79474825,93.79,0.177827966,66.94499018,-0.761773967,86.21366242,0.064390043,93.00107759,0.939965616,89.97048371,59.98340708,-1.790464096,94.83676269,0.7264994,2.54E-07,0.485921179,0.514078568
CDC42EP4,0.989224,-0.56,19.72753008,N,24.19296555,42.94,-0.405881922,30.37819253,-0.635450433,81.39618939,2.051359972,66.05603448,0.477282154,77.2784772,65.03318584,0.800488746,43.04526749,0.2044186,0.097590183,0.770810384,0.131599432
RPL38,1,0.04,56.2514744,Y,0.343290773,41.03,1.088016963,91.18369352,-0.431831394,71.79222389,3.192113537,31.04525862,0.038052688,53.06306849,0.094026549,2.027461817,20.73525377,0.4163125,0.890753138,0.108123947,0.001122915
DNAI2,0.988828,0.01,54.12243454,N,52.28258251,76.12,-0.274897298,38.29199411,-0.935981153,91.4855166,2.456350643,55.46336207,0.267185313,67.32124571,84.24225664,0.611331805,47.48422497,0.4779669,4.57E-11,0.331271929,0.668728071
GPR142,0.992592,-0.21,37.7388535,N,74.33148639,99.24,0.028197051,58.37426326,-0.581446014,79.11912015,1.314469751,80.5387931,1.428467426,95.80748148,67.04646018,-0.419464223,74.49108368,0.3745178,5.60E-05,0.689421967,0.310522078
GPRC5C,0.999041,-0.99,8.604623732,N,32.64273669,89.19,-0.475637424,26.44277996,0.443061224,32.62250219,2.884617542,41.64331897,0.433541836,75.53761822,34.44690265,0.700194677,45.48148148,0.2669135,0.005513607,0.89685036,0.097636032
CD300LB,NA,0.13,63.00424628,Y,21.7176584,39.74,0.519023673,80.51940079,-0.794068338,87.23602003,NA,NA,NA,NA,51.84734513,0.436310064,51.70919067,0.6617492,0.000639118,0.732824,0.266536882
CD300C,0.999006,0.24,69.20853975,N,77.08985787,58.4,-0.169167401,45.48133595,-1.464404989,98.43548304,-0.659164327,98.35668103,0.063508308,54.79790374,70.25442478,-0.305488299,71.63237311,0.9547899,0.000578296,0.712299857,0.287121847
RAB37,0.923487,0.04,57.15380986,N,63.5810648,70.64,-0.528974149,23.75982318,-0.109244175,53.89063872,2.787989139,44.69288793,0.540547855,79.90482501,88.71128319,0.116288133,59.91769547,0.2538442,8.23E-05,0.76782021,0.23209752
CD300LF,0.999915,0.35,74.49280491,N,48.88581065,96.02,0.702560764,84.95211198,-0.715456288,84.46842567,-0.488445782,97.63469828,0.615058583,82.39262695,53.24115044,-0.406443475,74.13443073,NA,4.97E-06,0.413836132,0.586158898
SLC9A3R1,0.821727,0.31,72.38145789,N,96.68754517,43.98,NA,NA,-0.033369859,50.00774513,2.774838474,45.14547414,0.50368421,78.40491537,94.90044248,0.68334341,45.80521262,0.7394497,6.36E-05,0.477634306,0.522302097
NAT9,0.998904,0.44,77.56546355,N,41.9296555,42.27,0.338140176,74.26940079,-1.050774407,93.95879589,2.700446296,47.67241379,-0.224682963,35.57014638,66.54314159,-0.303119955,71.56652949,0.5642889,0.080661177,0.872056254,0.047282568
FDXR,0.89054,0.54,81.06864827,N,61.49120694,77.04,NA,NA,-0.778186003,86.75582176,2.043842969,66.25538793,1.683597869,97.18089272,56.05088496,0.568271027,48.55967078,0.1194401,0.000894955,0.985265335,0.01383971
OTOP2,0.999987,-0.26,34.8844067,N,70.68176343,49.8,-0.336214712,34.50392927,0.650848494,27.08731347,2.555132207,52.28987069,-0.260304656,33.48593458,80.04424779,-0.046101654,64.4005487,0.7890835,3.08E-09,0.163686762,0.836313235
OTOP3,0.999463,0.92,89.56711489,N,94.54950614,94.07,0.389728358,76.14194499,0.053783533,45.80471937,2.082125833,65.35021552,1.783599202,97.55436419,94.5630531,-2.026067764,96.02743484,0.1719928,9.57E-06,0.781915336,0.218075094
CDR2L,0.931911,-0.18,39.95046001,Y,68.3570224,78.6,0.500189792,79.8870334,0.452676576,32.34884081,3.00388122,37.65625,NA,NA,94.87278761,2.019768994,20.83950617,0.1568392,0.001327179,0.651838404,0.346834417
ICT1,0.998006,0.64,83.77565464,N,62.67766803,44.7,-0.100614848,50.52799607,-1.289685689,97.23240564,2.555501271,52.27909483,0.402939088,74.20637311,64.57411504,0.61562326,47.3909465,0.5146351,0.019342733,0.900313626,0.08034364
ATP5H,1,-0.21,38.2814343,Y,81.04071308,86.36,NA,NA,0.705717631,25.7293334,2.80977747,43.96551724,0.102718516,57.51460755,57.09623894,0.176297413,58.5733882,0.704467,0.010871565,0.835811293,0.153317141
SLC16A5,0.996091,-0.24,36.22906346,N,74.47000723,71.76,0.105128793,63.15692534,-0.305898458,64.74931585,1.414780429,78.84698276,0.243912735,66.15264141,84.46349558,-0.35345359,72.93278464,0.1587445,3.71E-05,0.600002127,0.399960811
ARMC7,0.996616,0.37,75.29488087,N,88.63526861,79.82,0.085757236,61.92288802,-1.18197097,95.9983477,2.841940066,42.92564655,0.207994991,64.26118908,92.5,0.371171106,53.28943759,0.3189018,0.014946893,0.687241817,0.297811289
NT5C,0.739745,0.01,54.94810097,Y,97.03685859,75.61,-0.194891141,43.49214145,-0.905874529,90.68002272,2.138339569,64.02478448,0.510565701,78.77838684,96.28318584,0.776838217,43.58847737,0.7488625,0.01264883,0.856442491,0.130908679
GGA3,0.98551,-0.64,16.70794999,N,41.85136112,68.33,-0.3520534,33.48477407,-0.048902538,50.78225848,2.585526052,51.42780172,-0.265617821,33.16667671,75.76327434,-1.208365407,89.36076818,0.1596024,0.505243696,0.494721382,3.49E-05
MRPS7,0.996117,0.73,86.08162302,N,22.12117562,34.34,-0.250675629,39.80844794,-0.322728451,65.69422213,2.631477383,49.84913793,-0.040366459,47.40678272,34.09845133,-0.354083121,72.95473251,0.6519288,0.002491618,0.780072612,0.21743577
MIF4GD,0.999729,-0.18,39.95046001,Y,90.24331486,75.36,NA,NA,-0.548071099,77.60107399,3.217473897,30.09159483,-0.60472697,18.18565147,36.50995575,0.326852233,54.48559671,0.8857109,3.58E-05,0.592434276,0.407529922
SLC25A19,0.999942,-0.43,25.36565228,N,78.14984341,64.94,-0.108888831,49.90790766,-0.555391147,77.94702329,2.317447112,59.57435345,-0.131431973,41.14812361,71.98561947,-0.15077094,67.42935528,0.6358984,0.929610776,0.070022684,0.00036654
GRB2,0.999847,-0.12,44.53880632,Y,1.312936642,16.14,-2.00525524,1.000736739,0.344644225,35.33329891,4.304180861,3.114224138,-0.202032699,36.79898801,3.290929204,3.327387808,7.165980796,0.3941554,0.549680746,0.447395824,0.00292343
CASKIN2,0.941642,-0.52,20.97192734,N,47.47651168,41.56,-0.371155184,32.32441061,0.592501138,28.63117674,2.525607305,53.20581897,0.357943175,72.10409012,38.82743363,0.394786478,52.59259259,0.002471368,0.999986555,1.34E-05,2.92E-13
TSEN54,0.860867,1.66,96.27860344,N,93.07998073,40.13,NA,NA,-0.040248785,50.33820416,2.458951513,55.37715517,1.744697053,97.41581832,75.48672566,0.660613503,46.2441701,0.5998455,1.76E-05,0.878799611,0.121182822
LLGL2,0.999052,1.05,91.31280962,N,48.42206697,65.91,NA,NA,0.718016416,25.39887437,2.663807629,48.91163793,1.756314661,97.45196073,54.17035398,0.672849771,46.01920439,0.03181197,8.27E-07,0.999084868,0.000914305
SAP30BP,0.995421,-0.12,44.89266336,Y,33.92556011,26.42,-0.621725592,19.41920432,-0.705072027,84.08633242,3.935368898,8.820043103,-0.402285611,26.11288477,30.77986726,2.042415033,20.54869684,0.8257052,1.57E-05,0.863886438,0.136097823
ITGB4,0.968837,-3.01,0.530785563,N,45.93471453,30.87,NA,NA,0.26032046,38.1525275,2.686704356,48.17349138,-0.167121696,38.82296247,55.36504425,1.979066691,21.41015089,0.02475862,1.05E-11,0.999990674,9.33E-06
GALK1,0.967512,-0.84,11.1759849,N,23.09684413,52.19,0.271288538,71.44523576,-0.688210461,83.45123148,2.670650149,48.68534483,0.070222621,55.21956509,52.04646018,-0.006712434,63.43484225,0.432044,0.000940521,0.80604546,0.193014019
H3F3B,1,-0.21,38.2814343,Y,0.096362322,9.41,0.390185946,76.16650295,1.466675026,12.73299943,3.251099527,29.15409483,-0.09519008,43.71423408,0.01659292,3.961636289,3.654320988,0.4748239,0.80972478,0.185480955,0.004794265
UNC13D,0.972682,0.08,59.43618778,N,72.13322091,62.1,-0.304857635,36.4194499,-0.536501386,77.00728043,2.551678024,52.39224138,0.096139474,57.08692247,69.69026549,-0.854382542,83.83539095,0.02203012,2.52E-12,0.991404986,0.008595014
WBP2,0.999818,-0.03,51.65723048,N,53.45699831,59.48,-0.53392875,23.55722004,0.068773062,45.1179842,2.814062103,43.75538793,-0.129868442,41.20836094,70.12721239,0.14340156,59.31412894,0.462069,0.089618233,0.869970306,0.040411461
TRIM65,0.782189,0.78,87.21396556,N,88.92435558,98.22,-0.182215949,44.42534381,-0.62982584,81.16383539,1.322880646,80.44181034,NA,NA,91.31637168,0.085983175,60.74622771,0.5550737,2.48E-09,0.041025355,0.958974643
MRPL38,0.915927,0.02,55.69120075,N,44.82052517,67.56,-0.135321372,48.02308448,-0.609959162,80.27056333,2.756695106,45.74892241,1.178668416,93.44617794,24.55752212,0.072394824,61.218107,0.5951487,4.09E-06,0.604508332,0.395487582
ACOX1,0.999971,0.13,63.57041755,N,43.32690918,35.05,-1.028937688,8.116404715,-0.131255959,55.10404296,3.217025404,30.12392241,-0.514599937,21.09511475,34.55199115,1.977319131,21.43758573,0.1018194,0.094435306,0.905495422,6.93E-05
CDK3,0.999411,-0.16,41.90846898,N,46.33823175,69.48,-0.082301531,51.82342829,-0.611982022,80.39964889,2.427971353,56.40625,0.174097518,62.25528583,10.4590708,1.153678415,35.43484225,0.2234872,0.000751723,0.924089636,0.075158641
EVPL,0.955623,0.77,86.89549422,N,76.28282342,18.38,-0.38132608,31.63678782,-0.256182058,62.15211442,2.32046225,59.49892241,1.429358014,95.82555268,74.2920354,0.391104112,52.72427984,0.3222695,6.49E-14,0.99720216,0.00279784
SRP68,0.996828,0.51,80.20169851,N,32.04047218,11.31,-0.109338714,49.85265226,0.236487911,38.91155058,3.209422744,30.40948276,-0.170640741,38.58201313,48.63938053,2.463647536,15.07270233,0.401022,0.365044973,0.634934334,2.07E-05
GALR2,0.980258,1.17,92.69874971,N,97.03083594,5.76,-0.340762233,34.21537328,-0.689554753,83.49770228,1.730610913,73.09267241,0.515711097,78.95909885,95.1880531,2.519357685,14.43621399,0.7129145,0.007970937,0.78594632,0.206082743
ZACN,0.992235,0.62,83.53385232,N,84.34112262,89.59,-0.04105426,54.33447937,-0.411064912,70.72855889,0.841500455,86.04525862,0.888104111,89.05487621,56.43252212,-0.766943083,82.16186557,0.4767556,1.96E-15,0.002005485,0.997994515
EXOC7,0.992782,-0.93,9.613116301,N,17.76680318,17.63,0.077626862,61.54223969,-0.637677636,81.53043837,3.477937391,21.20689655,-0.375424824,27.48629601,30.7079646,1.8426448,23.38545953,0.05967523,0.000651393,0.998425122,0.000923485
FAM100B,NA,NA,NA,NA,NA,26.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRPSAP1,0.899068,-0.45,24.00330267,Y,8.829197784,21.5,0.434275485,77.83644401,-0.609267043,80.25507306,3.28382076,27.8825431,-0.634093577,17.27606771,51.30530973,1.1591245,35.30315501,0.8062281,1.97E-10,0.034308269,0.965691731
SPHK1,0.984947,-0.22,37.54423213,N,61.99108649,51.23,NA,NA,-0.557306313,78.05029173,1.573030848,76.08836207,-0.418220351,25.23341967,51.20575221,1.003313186,38.56790123,0.7711562,1.29E-05,0.38466863,0.615318455
AANAT,0.983142,-0.07,48.54328851,N,36.85256565,86.45,-0.881731033,11.03880157,-0.1363507,55.41901172,1.545527355,76.55172414,0.641462878,83.15161737,59.92809735,-0.77343637,82.29903978,0.4296632,0.013038239,0.65936944,0.327592321
CYGB,0.995509,-0.43,25.14744043,Y,30.69139966,67.34,NA,NA,0.482575681,31.45556875,3.395981324,23.99784483,-0.38041725,27.22125173,35.79646018,1.399163995,30.69410151,0.2560329,0.23461677,0.732406561,0.032976669
ST6GALNAC2,0.928257,0.0000761,53.98089172,N,37.73187184,88.35,NA,NA,-0.970261325,92.27552021,1.423640241,78.6799569,0.143948573,60.3457623,43.34070796,0.040275658,62.06310014,0.07886573,4.43E-08,0.207455842,0.792544114
ST6GALNAC1,0.999763,0.16,64.91507431,N,85.43122139,90.63,0.034306339,58.8040275,-0.88141461,89.99845097,0.278411039,91.29849138,0.325136359,70.44153967,79.6460177,-0.577538195,78.17283951,0.254469,2.24E-11,0.067231224,0.932768776
SRSF2,0.996529,-0.25,35.42108988,Y,2.017586124,3.14,-0.748654717,14.79002947,3.056831968,1.69360252,2.700174748,47.69396552,-0.396974869,26.43214264,0.707964602,5.030223017,1.185185185,0.5086265,0.352601172,0.63444838,0.012950449
MFSD11,1,-0.65,16.35999056,N,29.69766321,41.49,NA,NA,-0.549366397,77.65787164,3.296972653,27.42456897,-0.482887308,22.44443106,16.4159292,0.926972109,40.13717421,0.6850313,0.004532282,0.988750232,0.006717486
MGAT5B,0.996998,-0.93,9.754659118,N,13.340159,10.55,1.090932046,91.23280943,-0.976233733,92.44591315,2.832817324,43.15732759,-0.766104436,13.6618276,23.45685841,2.235273035,17.90946502,0.03187515,0.126104149,0.873853913,4.19E-05
SEC14L1,1,-0.62,17.39797122,N,21.26596001,21.74,0.356690596,74.97544204,-0.556957454,78.02447462,2.75707934,45.73814655,-1.117416391,7.421239684,20.27654867,2.598161277,13.49245542,0.04450757,0.179640443,0.820337925,2.16E-05
SYNGR2,0.850902,-0.36,28.93371078,N,11.58154662,83.14,0.634204965,83.48477407,-0.826498119,88.29452161,2.266010232,61.0075431,0.26594645,67.27907957,57.33960177,0.568737509,48.53223594,0.4346048,0.000588832,0.477486227,0.521924942
TK1,0.997282,-0.21,38.57631517,Y,29.43868947,47.3,0.185497418,67.3870334,-1.530253242,98.76077864,2.713695784,47.23599138,0.168166345,61.82157701,34.95022124,1.196364981,34.54046639,0.6561693,0.255670113,0.716682062,0.027647825
BIRC5,0.978912,0.79,87.40268931,N,73.5726331,40.54,1.759350786,96.11984283,-0.842252491,88.7540662,1.104940662,83.29202586,0.621157103,82.63357629,41.29424779,0.615878915,47.37997257,0.7156884,0.215847837,0.74535983,0.038792333
SOCS3,0.999838,-0.03,51.03798066,Y,7.967959528,12.34,0.115072801,63.7524558,0.886989965,21.87742035,2.637174633,49.6875,-0.111747614,42.37696524,8.622787611,2.943404639,10.0521262,0.7264994,0.576558159,0.378948919,0.044492922
TIMP2,0.831787,-0.32,31.45789101,Y,18.24259215,51.18,-1.663119515,2.118123772,0.122731419,42.78411731,3.309112299,26.99892241,0.089909127,56.62309499,20.80752212,1.729086568,25.16323731,0.3287083,0.526868279,0.456965049,0.016166672
LGALS3BP,0.991488,-0.97,8.8995046,N,19.0496266,40.61,-0.068292528,52.62156189,-1.299623158,97.3150204,0.45697716,89.84375,0.655508091,83.55520752,65.68584071,-0.141333802,67.15500686,0.9438724,3.93E-07,0.357412318,0.642587289
CANT1,0.996058,0.02,55.69120075,N,39.53866538,31.52,0.534744468,80.93688605,-0.968083027,92.21355915,2.288220796,60.35560345,0.311706473,69.86326125,75.40929204,1.186419024,34.77091907,0.8594725,0.002909236,0.807654985,0.189435779
C1QTNF1,0.999933,-0.36,29.16371786,N,31.4562756,46.4,-0.779390625,13.78929273,-0.756198876,85.97614499,2.305173193,59.85452586,-0.147989342,40.14818384,66.12278761,0.693396323,45.62414266,0.545891,7.24E-05,0.504506997,0.495420602
ENPP7,0.997604,0.52,80.35503657,N,67.81498434,81.99,0.017768692,57.72347741,-1.038596974,93.70062477,1.344939864,80.09159483,1.871718312,97.90976447,92.24004425,-0.354220253,72.96021948,0.5227049,2.21E-10,0.019173663,0.980826337
CBX2,0.947642,-0.66,16.07100731,N,35.91905565,54.24,-0.716756682,15.72323183,-0.819069109,88.00536996,1.326278937,80.41487069,-0.856392412,11.62580567,38.59513274,-0.921264102,84.88888889,0.5230047,0.954823918,0.045055579,0.000120503
CBX8,0.999262,0,53.72729417,N,50.04215852,24.78,NA,NA,1.028126762,19.37316053,2.706378429,47.45150862,0.148479047,60.67104391,10.64159292,1.589418032,27.53360768,0.254469,0.994625905,0.005373455,6.40E-07
TBC1D16,0.998564,-0.46,23.72611465,N,32.32955914,32.97,8.379753758,99.90176817,-1.011150296,93.18428254,2.39582168,57.34913793,-0.065526973,45.81651708,62.3119469,0.32024982,54.69410151,0.03533677,0.006198257,0.989508231,0.004293512
EIF4A3,0.993538,-0.63,17.03231894,N,1.523729222,6.43,NA,NA,-0.785388802,87.00366603,2.56694891,51.9612069,-0.608476137,18.05915306,1.178097345,4.503361996,2.057613169,0.2859061,0.998989655,0.001010334,1.09E-08
CARD14,0.997574,0.89,89.07761264,N,41.32136834,74,1.639251116,95.52431238,-0.937383222,91.5319874,1.623070868,75.12931034,1.392088631,95.47617613,46.23893805,-0.175387761,68.22496571,0.06630686,3.15E-14,0.244176906,0.755823094
SGSH,0.93079,0.34,73.70252418,N,17.90532402,51.89,0.23972493,69.99631631,-0.758835247,86.0484329,2.096859831,64.99461207,1.137890968,92.93416059,63.98230088,0.268824216,56.02743484,0.6855556,0.00010579,0.813618449,0.186275761
SLC26A11,0.999702,0.03,55.84453881,N,75.14454348,92.7,1.349069833,93.71316306,-1.193488754,96.17390406,1.821247798,71.20150862,1.907815405,98.02421541,68.15265487,-0.496980805,76.3127572,0.3778552,4.11E-10,0.183354583,0.816645417
RNF213,0.999663,1.99,97.65274829,N,45.74801253,26.9,-1.001297343,8.650540275,-0.845107588,88.82635411,0.274153364,91.3200431,-0.653529304,16.70983676,42.71570796,2.114024466,19.57201646,0.002003096,1.68E-29,0.999999941,5.86E-08
RPTOR,0.998925,-2.58,0.831564048,N,10.62394604,1.88,0.637417991,83.5768664,-0.685567712,83.33247276,2.786531933,44.74137931,-2.79946667,0.813204024,6.919247788,6.013961073,0.433470508,0.002318608,0.999999983,1.67E-08,4.96E-21
CHMP6,0.790818,-0.47,23.03609342,Y,4.523006504,75.73,-0.096977578,50.80427308,-1.16693388,95.83311819,2.3461779,58.76616379,-0.318716764,30.27528462,81.92477876,-0.591335355,78.52949246,0.1203033,0.765888301,0.2322937,0.001817999
BAIAP2,0.965602,-1.4,4.222694032,N,5.480607083,10.98,0.183791061,67.24582515,-0.410931173,70.71306862,2.725478872,46.84267241,-0.952609431,9.746400819,7.273230088,2.273022956,17.47050754,0.2355783,0.464202489,0.535561056,0.000236455
ENTHD2,0.97832,0.62,83.53385232,N,58.78101662,NA,0.082751448,61.76940079,-0.786982995,87.05013683,1.101928887,83.32435345,0.542730671,79.94699115,74.34734513,-1.073196715,87.30864198,NA,0.000515476,0.883637157,0.115847367
SLC38A10,0.982394,1.13,92.23873555,N,45.70585401,30.13,-0.662265797,17.76154224,-0.871832809,89.72478959,0.769884713,86.7887931,0.047709567,53.66544184,56.7090708,0.19927249,57.89849108,0.07365766,4.09E-08,0.986554606,0.013445353
TMEM105,0.989509,0.73,85.98136353,N,92.73066731,77.77,0.018812614,57.77259332,-0.661225478,82.37207621,-0.546869686,97.90948276,0.667084435,83.91663153,42.16261062,-0.699235448,80.74074074,0.9309313,0.011619609,0.635316448,0.353063943
ACTG1,0.999727,-1.93,1.910828025,N,0.132498193,2.65,NA,NA,0.492029694,31.21805132,2.392314922,57.42456897,-1.742800006,2.758869948,0.14380531,5.131361293,1.058984911,0.1021571,0.218555804,0.773018477,0.00842572
PDE6G,0.993777,0.19,66.57230479,Y,23.22331968,74.64,1.868944303,96.53118861,-0.87956904,89.96747044,3.644688406,16.10452586,0.416532869,74.83886513,80.03318584,-0.194257968,68.7297668,0.7523362,0.014216424,0.677118686,0.30866489
HGS,0.978815,-1.5,3.597546591,N,6.661045531,13.26,0.097526071,62.61665029,-0.61099417,80.30670729,2.497002185,54.26185345,-1.201781899,6.523703391,18.16924779,1.653807565,26.4691358,0.1297081,0.131424769,0.868567352,7.88E-06
MRPL12,0.911713,0.04,56.92380278,Y,79.99277283,84.85,-0.383287647,31.55083497,-0.903239586,90.59224454,1.880122399,69.96228448,-0.364640565,27.99831335,72.95353982,0.197600533,57.96982167,0.227227,0.050197139,0.85959644,0.090206421
SLC25A10,0.894367,-0.45,24.19202642,N,30.1493616,45.19,1.280508574,93.12991159,-1.115368767,95.11023907,1.753322428,72.59698276,0.169566966,61.89988555,42.61061947,0.933218579,39.98902606,0.3691271,0.002439368,0.928274848,0.069285784
P4HB,0.952687,-0.84,11.1759849,N,27.69814503,52.42,-0.235729749,40.88285855,-0.2019482,59.00242681,2.742232731,46.26077586,-0.376826521,27.39594,16.7920354,1.453534222,29.78326475,0.05922654,0.968508654,0.031481369,9.98E-06
ARHGDIA,0.993358,-0.25,35.42108988,Y,2.174174898,18.48,NA,NA,0.221869356,39.35560489,2.434221575,56.22306034,-0.017714714,49.09342811,5.094026549,1.827419787,23.57201646,0.3807134,0.727995864,0.269203651,0.002800485
ANAPC11,0.992487,0.26,70.05779665,Y,72.83184775,44.68,NA,NA,-0.67437457,82.9245624,0.936589552,85.07543103,0.205029603,64.15276188,44.5630531,0.659019398,46.28257888,0.6198337,0.192592194,0.759566241,0.047841565
NPB,0.221127,NA,NA,NA,NA,49.95,NA,NA,-1.3194875,97.4544328,0.105618135,92.5862069,NA,NA,83.98230088,0.239424237,56.70781893,NA,0.428299526,0.461507755,0.110192719
PCYT2,0.925537,-0.45,24.19202642,N,16.42375331,48.86,NA,NA,-0.950478844,91.80564878,2.361756562,58.24353448,-0.196879778,37.14234082,8.915929204,2.236109312,17.89849108,0.2458536,0.248194492,0.750483905,0.001321603
SIRT7,0.87298,-0.12,45.12856806,N,12.780053,13.07,-0.360984293,32.83398821,0.715578402,25.46083544,2.310472808,59.69288793,-0.40837817,25.76350822,10.94579646,2.248815092,17.739369,0.8501646,0.567108372,0.430348704,0.002542924
MAFG,0.997827,-0.36,28.6329323,Y,1.999518188,25.2,-2.165134255,0.724459725,0.423764247,33.05106625,3.601344064,17.2737069,0.000406903,50.44876815,3.722345133,1.996736152,21.16872428,0.4367408,0.625915691,0.34305325,0.031031059
PYCR1,0.965836,-0.53,20.70063694,N,23.42808962,53.23,-0.764773077,14.24975442,-1.158938897,95.74534001,1.489158329,77.61853448,-0.28497869,32.04023854,69.85619469,-0.289294766,71.14403292,0.6562991,0.000359029,0.609776662,0.389864309
ASPSCR1,0.955018,-0.69,15.32200991,N,32.81137075,35.14,NA,NA,-0.374370024,68.66318996,1.279179721,81.0075431,-0.566621852,19.47473044,89.53539823,-0.581309551,78.27709191,0.2536144,6.07E-08,0.864844453,0.135155487
LRRC45,0.859389,-0.51,21.65015334,N,40.3276319,63.09,NA,NA,-1.331875851,97.55253782,1.902939918,69.49353448,-0.862939096,11.4872598,42.13495575,0.651391144,46.52949246,0.3069208,3.15E-06,0.932415565,0.067581284
RAC3,0.932716,-0.05,49.75819769,Y,7.64273669,25.15,NA,NA,0.100445334,43.80647493,2.222931509,62.03663793,-0.459456397,23.42027589,2.35619469,1.971410134,21.51440329,0.4265395,0.035442249,0.828595667,0.135962085
DCXR,0.843437,0.04,56.64071715,Y,18.14020718,20.87,0.032121668,58.64440079,-1.283298492,97.14979088,1.575655606,76.06681034,0.497755295,78.12179989,87.47787611,0.89947388,40.67489712,0.9817906,3.47E-05,0.585315151,0.414650194
GPS1,0.978341,-0.89,10.43288511,N,11.41291255,22.26,NA,NA,-0.661282821,82.38240306,2.523170991,53.29741379,-0.616912824,17.77603759,5.326327434,2.4466142,15.31412894,0.0446774,0.984657456,0.015340852,1.69E-06
FASN,0.944668,-3.39,0.377447511,N,22.10913033,13.03,NA,NA,-0.179847937,57.79418599,1.583056032,75.90517241,-2.045756522,1.837238721,13.14712389,2.287350969,17.30041152,4.39E-09,0.99999995,4.98E-08,5.87E-22
SLC16A3,0.92225,-0.64,16.6784619,N,26.02384967,68.17,5.178796254,99.68688605,-0.632843426,81.28775753,2.289338543,60.30711207,-0.456648051,23.54075056,24.00442478,0.826756289,42.34293553,0.4084895,0.325132712,0.658912767,0.015954521
CSNK1D,0.889359,-0.56,19.30879925,N,2.649963864,6.99,-1.580953831,2.639980354,0.036054814,46.53792534,3.623285466,16.65948276,-0.600197215,18.39045841,1.952433628,3.960925446,3.665294925,0.4045719,0.991910744,0.008087518,1.74E-06
CD7,0.941829,0.55,81.48148148,N,36.49722958,83.5,-0.387721158,31.36051081,-0.69173041,83.62162441,-0.382992693,96.91271552,0.576014144,81.17583278,67.19026549,-0.175822086,68.24142661,0.2099595,0.445277574,0.525756674,0.028965752
SECTM1,0.999205,0.91,89.46685539,N,24.78318477,58.35,NA,NA,-0.341125283,66.73207002,-0.951086763,99.3049569,0.619589741,82.59141016,65.63053097,-0.167701311,67.95061728,0.3478546,0.172404203,0.769674221,0.057921576
TEX19,0.997789,0.86,88.62349611,N,81.26355095,85.49,0.672321925,84.28904715,-0.905116657,90.63871534,-0.486357956,97.61853448,0.407470276,74.45936992,18.44579646,-0.062655276,64.82304527,0.8997118,0.00018445,0.275561516,0.724254033
UTS2R,0.558799,NA,NA,NA,NA,13.64,NA,NA,-1.192061114,96.15325037,1.092241227,83.45905172,NA,NA,64.84513274,1.274608941,33.1138546,NA,1.80E-05,0.144335291,0.85564669
OGFOD3,0.940285,0.82,88.03963199,N,NA,67.23,NA,NA,-0.839673572,88.67145144,1.480493035,77.78556034,0.99651767,90.95235227,86.78097345,0.477208656,50.7654321,NA,0.000595569,0.90074996,0.098654472
